"id","code_prefix_start","name","name@lv"
"l10n_lv_group_203_17","203.17","Fiduciary rights","Derechos fiduciarios"
"l10n_lv_group_203_18","203.18","Other advance receipts","Otros cobros anticipados"
"l10n_lv_group_204","204","Short-term financial instruments","Instrumentos financieros a corto plazo"
"l10n_lv_group_204_01","204.01","Short-term financial instruments","Instrumentos financieros a corto plazo"
"l10n_lv_group_205","205","Short-term sundry creditors","Acreedores diversos a corto plazo"
"l10n_lv_group_205_01","205.01","Partners, shareholders or legal representative","Socios, accionistas o representante legal"
"l10n_lv_group_205_02","205.02","Domestic short-term sundry creditors","Acreedores diversos a corto plazo nacional"
"l10n_lv_group_205_03","205.03","Foreign short-term sundry creditors","Acreedores diversos a corto plazo extranjero"
"l10n_lv_group_205_04","205.04","Short-term sundry creditors national related party","Acreedores diversos a corto plazo nacional parte relacionada"
"l10n_lv_group_205_05","205.05","Foreign short-term sundry creditors foreign related party","Acreedores diversos a corto plazo extranjero parte relacionada"
"l10n_lv_group_205_06","205.06","Other short-term sundry creditors","Otros acreedores diversos a corto plazo"
"l10n_lv_group_206","206","Customer advance","Anticipo de cliente"
"l10n_lv_group_206_01","206.01","Domestic customer advance","Anticipo de cliente nacional"
"l10n_lv_group_206_02","206.02","Advance payment from foreign customer","Anticipo de cliente extranjero"
"l10n_lv_group_206_03","206.03","Advance from domestic customer related party","Anticipo de cliente nacional parte relacionada"
"l10n_lv_group_206_04","206.04","Advance from foreign customer related party","Anticipo de cliente extranjero parte relacionada"
"l10n_lv_group_206_05","206.05","Other customer advances","Otros anticipos de clientes"
"l10n_lv_group_207","207","Taxes carried forward","Impuestos trasladados"
"l10n_lv_group_207_01","207.01","VAT carried forward","IVA trasladado"
"l10n_lv_group_207_02","207.02","IEPS carried forward","IEPS trasladado"
"l10n_lv_group_208","208","Taxes carried forward collected","Impuestos trasladados cobrados"
"l10n_lv_group_208_01","208.01","VAT carried forward collected","IVA trasladado cobrado"
"l10n_lv_group_208_02","208.02","IEPS carried forward collected","IEPS trasladado cobrado"
"l10n_lv_group_209","209","Uncollected taxes carried forward","Impuestos trasladados no cobrados"
"l10n_lv_group_209_01","209.01","VAT carried forward not collected","IVA trasladado no cobrado"
"l10n_lv_group_209_02","209.02","IEPS carried forward not collected","IEPS trasladado no cobrado"
"l10n_lv_group_210","210","Provision for wages and salaries payable","Provisión de sueldos y salarios por pagar"
"l10n_lv_group_210_01","210.01","Provision for wages and salaries payable","Provisión de sueldos y salarios por pagar"
"l10n_lv_group_210_02","210.02","Provision for holidays payable","Provisión de vacaciones por pagar"
"l10n_lv_group_210_03","210.03","Provision for Christmas bonus payable","Provisión de aguinaldo por pagar"
"l10n_lv_group_210_04","210.04","Savings fund provision payable","Provisión de fondo de ahorro por pagar"
"l10n_lv_group_210_05","210.05","Provision for similar salaries payable","Provisión de asimilados a salarios por pagar"
"l10n_lv_group_210_06","210.06","Provisions for advances or unallocated surpluses","Provisión de anticipos o remanentes por distribuir"
"l10n_lv_group_210_07","210.07","Provision for other wages and salaries payable","Provisión de otros sueldos y salarios por pagar"
"l10n_lv_group_211","211","Provision for social security contributions payable","Provisión de contribuciones de seguridad social por pagar"
"l10n_lv_group_211_01","211.01","Employer's IMSS provision payable","Provisión de IMSS patronal por pagar"
"l10n_lv_group_211_02","211.02","Provision for SAR payable","Provisión de SAR por pagar"
"l10n_lv_group_211_03","211.03","Infonavit provision payable","Provisión de infonavit por pagar"
"l10n_lv_group_212","212","Provision for state payroll tax payable","Provisión de impuesto estatal sobre nómina por pagar"
"l10n_lv_group_212_01","212.01","Provision for state payroll tax payable","Provisión de impuesto estatal sobre nómina por pagar"
"l10n_lv_group_213","213","Taxes and duties payable","Impuestos y derechos por pagar"
"l10n_lv_group_213_01","213.01","VAT payable","IVA por pagar"
"l10n_lv_group_213_02","213.02","IEPS payable","IEPS por pagar"
"l10n_lv_group_213_03","213.03","Income tax payable","ISR a favor"
"l10n_lv_group_213_04","213.04","State payroll tax payable","Impuesto estatal sobre nómina por pagar"
"l10n_lv_group_213_05","213.05","State and municipal tax payable","Impuesto estatal y municipal por pagar"
"l10n_lv_group_213_06","213.06","Duties payable","Derechos por pagar"
"l10n_lv_group_213_07","213.07","Other taxes payable","Otros impuestos por pagar"
"l10n_lv_group_214","214","Dividends payable","Dividendos por pagar"
"l10n_lv_group_214_01","214.01","Dividends payable","Dividendos por pagar"
"l10n_lv_group_215","215","Employees' Statutory Profit Sharing Payable","PTU por pagar"
"l10n_lv_group_215_01","215.01","Employees' Statutory Profit Sharing Payable","PTU por pagar"
"l10n_lv_group_215_02","215.02","Employees' Statutory Profit Sharing payable from previous years","PTU por pagar de ejercicios anteriores"
"l10n_lv_group_215_03","215.03","Workers' Profit Sharing Provision Payable","Provisión de PTU por pagar"
"l10n_lv_group_216","216","Taxes withheld","Impuestos retenidos"
"l10n_lv_group_216_01","216.01","Taxes withheld from income tax on wages and salaries","Impuestos retenidos de ISR por sueldos y salarios"
"l10n_lv_group_216_02","216.02","Taxes withheld from income tax for similar to salaries","Impuestos retenidos de ISR por asimilados a salarios"
"l10n_lv_group_216_03","216.03","Withholding of income tax for leasing","Impuestos retenidos de ISR por arrendamiento"
"l10n_lv_group_216_04","216.04","Taxes withheld from income tax for professional services","Impuestos retenidos de ISR por servicios profesionales"
"l10n_lv_group_216_05","216.05","Taxes withheld from income tax on dividends","Impuestos retenidos de ISR por dividendos"
"l10n_lv_group_216_06","216.06","Income tax withheld on interest","Impuestos retenidos de ISR por intereses"
"l10n_lv_group_216_07","216.07","Withholding of income tax on payments abroad","Impuestos retenidos de ISR por pagos al extranjero"
"l10n_lv_group_216_08","216.08","Withholding of income tax on sale of shares","Impuestos retenidos de ISR por venta de acciones"
"l10n_lv_group_216_09","216.09","Withholding of income tax on sale of shares","Impuestos retenidos de ISR por venta de acciones"
"l10n_lv_group_216_10","216.10","VAT withholding taxes","Impuestos retenidos de IVA"
"l10n_lv_group_216_11","216.11","IMSS withholdings from workers","Retenciones de IMSS a los trabajadores"
"l10n_lv_group_216_12","216.12","Other withholding taxes","Otras impuestos retenidos"
"l10n_lv_group_217","217","Payments made on behalf of third parties","Pagos realizados por cuenta de terceros"
"l10n_lv_group_217_01","217.01","Payments made on behalf of third parties","Pagos realizados por cuenta de terceros"
"l10n_lv_group_218","218","Other short-term liabilities","Otros pasivos a corto plazo"
"l10n_lv_group_218_01","218.01","Other short-term liabilities","Otros pasivos a corto plazo"
"l10n_lv_group_200_02","200.02","Long-term liabilities","Pasivo a largo plazo"
"l10n_lv_group_251","251","Long-term sundry creditors","Acreedores diversos a largo plazo"
"l10n_lv_group_251_01","251.01","Partners, shareholders or legal representative","Socios, accionistas o representante legal"
"l10n_lv_group_251_02","251.02","Long-term sundry creditors national","Acreedores diversos a largo plazo nacional"
"l10n_lv_group_251_03","251.03","Long-term sundry creditors foreign","Acreedores diversos a largo plazo extranjero"
"l10n_lv_group_251_04","251.04","Long-term sundry creditors national related party","Acreedores diversos a largo plazo nacional parte relacionada"
"l10n_lv_group_251_05","251.05","Long-term sundry accounts payable foreign related party","Acreedores diversos a largo plazo extranjero parte relacionada"
"l10n_lv_group_251_06","251.06","Other long-term sundry creditors","Otros acreedores diversos a largo plazo"
"l10n_lv_group_252","252","Long-term accounts payable","Cuentas por pagar a largo plazo"
"l10n_lv_group_252_01","252.01","Long-term bank and financial notes payable domestic","Documentos bancarios y financieros por pagar a largo plazo nacional"
"l10n_lv_group_252_02","252.02","Long-term foreign bank and financial notes payable","Documentos bancarios y financieros por pagar a largo plazo extranjero"
"l10n_lv_group_252_03","252.03","Long-term notes and accounts payable national","Documentos y cuentas por pagar a largo plazo nacional"
"l10n_lv_group_252_04","252.04","Foreign long-term notes and accounts payable","Documentos y cuentas por pagar a largo plazo extranjero"
"l10n_lv_group_252_05","252.05","Long-term notes and accounts payable national related party","Documentos y cuentas por pagar a largo plazo nacional parte relacionada"
"l10n_lv_group_252_06","252.06","Foreign long-term notes and accounts payable foreign related party","Documentos y cuentas por pagar a largo plazo extranjero parte relacionada"
"l10n_lv_group_252_07","252.07","Long-term mortgages payable national","account_subgroup_hipotecas_por_pagar_a_largo_plazo_nacional"
"l10n_lv_group_252_08","252.08","Long-term foreign mortgages payable","Hipotecas por pagar a largo plazo extranjero"
"l10n_lv_group_252_09","252.09","Long-term mortgages payable domestic related party","Hipotecas por pagar a largo plazo nacional parte relacionada"
"l10n_lv_group_252_10","252.10","Long-term mortgages payable foreign related party","Hipotecas por pagar a largo plazo extranjero parte relacionada"
"l10n_lv_group_252_11","252.11","Long-term interest payable domestic","Intereses por pagar a largo plazo nacional"
"l10n_lv_group_252_12","252.12","Foreign long-term interest payable","Intereses por pagar a largo plazo extranjero"
"l10n_lv_group_252_13","252.13","Long-term interest payable domestic related party","Intereses por pagar a largo plazo nacional parte relacionada"
"l10n_lv_group_252_14","252.14","Foreign long-term interest payable foreign related party","Intereses por pagar a largo plazo extranjero parte relacionada"
"l10n_lv_group_252_15","252.15","Domestic dividends payable","Dividendos por pagar nacionales"
"l10n_lv_group_252_16","252.16","Foreign dividends payable","Dividendos por pagar extranjeros"
"l10n_lv_group_252_17","252.17","Other long-term accounts and notes payable","Otras cuentas y documentos por pagar a largo plazo"
"l10n_lv_group_253","253","Long-term prepayments","Cobros anticipados a largo plazo"
"l10n_lv_group_253_01","253.01","National long-term income collected in advance","Rentas cobradas por anticipado a largo plazo nacional"
"l10n_lv_group_253_02","253.02","Foreign long-term prepaid foreign income","Rentas cobradas por anticipado a largo plazo extranjero"
"l10n_lv_group_253_03","253.03","Long-term prepaid national annuities related party","Rentas cobradas por anticipado a largo plazo nacional parte relacionada"
"l10n_lv_group_253_04","253.04","Long-term prepaid foreign annuities foreign related party","Rentas cobradas por anticipado a largo plazo extranjero parte relacionada"
"l10n_lv_group_253_05","253.05","Domestic long-term interest collected in advance","Intereses cobrados por anticipado a largo plazo nacional"
"l10n_lv_group_253_06","253.06","Foreign long-term interest collected in advance","Intereses cobrados por anticipado a largo plazo extranjero"
"l10n_lv_group_253_07","253.07","Long-term interest received in advance national related party","Intereses cobrados por anticipado a largo plazo nacional parte relacionada"
"l10n_lv_group_253_08","253.08","Long-term interest received in advance foreign related party","Intereses cobrados por anticipado a largo plazo extranjero parte relacionada"
"l10n_lv_group_253_09","253.09","Financial factoring long-term prepaid domestic factoring","Factoraje financiero cobrados por anticipado a largo plazo nacional"
"l10n_lv_group_253_10","253.10","Long-term prepaid foreign factoring","Factoraje financiero cobrados por anticipado a largo plazo extranjero"
"l10n_lv_group_253_11","253.11","Financial factoring long term prepaid domestic related party","Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada"
"l10n_lv_group_253_12","253.12","Financial factoring long-term prepaid foreign related parties","Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada"
"l10n_lv_group_253_13","253.13","Long-term prepaid national finance leases","Arrendamiento financiero cobrados por anticipado a largo plazo nacional"
"l10n_lv_group_253_14","253.14","Foreign long term prepaid finance leases","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero"
"l10n_lv_group_253_15","253.15","Long-term prepaid finance leases domestic related party","Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada"
"l10n_lv_group_253_16","253.16","Long-term prepaid finance leases foreign related party","Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada"
"l10n_lv_group_253_17","253.17","Fiduciary rights","Derechos fiduciarios"
"l10n_lv_group_253_18","253.18","Other advance receipts","Otros cobros anticipados"
"l10n_lv_group_254","254","Long-term financial instruments","Instrumentos financieros a largo plazo"
"l10n_lv_group_254_01","254.01","Long-term financial instruments","Instrumentos financieros a largo plazo"
"l10n_lv_group_255","255","Long-term employee benefit liabilities","Pasivos por beneficios a los empleados a largo plazo"
"l10n_lv_group_255_01","255.01","Long-term employee benefit liabilities","Pasivos por beneficios a los empleados a largo plazo"
"l10n_lv_group_256","256","Other long-term liabilities","Otros pasivos a largo plazo"
"l10n_lv_group_256_01","256.01","Other long-term liabilities","Otros pasivos a largo plazo"
"l10n_lv_group_257","257","Deferred employee profit sharing","Participación de los trabajadores en las utilidades diferida"
"l10n_lv_group_257_01","257.01","Deferred employee profit sharing","Participación de los trabajadores en las utilidades diferida"
"l10n_lv_group_258","258","Trust obligations","Obligaciones contraídas de fideicomisos"
"l10n_lv_group_258_01","258.01","Trust obligations","Obligaciones contraídas de fideicomisos"
"l10n_lv_group_259","259","Deferred taxes","Impuestos diferidos"
"l10n_lv_group_259_01","259.01","Deferred income tax","ISR diferido"
"l10n_lv_group_259_02","259.02","Deferred dividend income tax","ISR por dividendo diferido"
"l10n_lv_group_259_03","259.03","Other deferred taxes","Otros impuestos diferidos"
"l10n_lv_group_260","260","Deferred liabilities","Pasivos diferidos"
"l10n_lv_group_260_01","260.01","Deferred liabilities","Pasivos diferidos"
"l10n_lv_group_3","3","Stockholders' equity","Capital Contable"
"l10n_lv_group_301","301","Social capital","Capital social"
"l10n_lv_group_301_01","301.01","Fixed capital","Capital fijo"
"l10n_lv_group_301_02","301.02","Variable capital","Capital variable"
"l10n_lv_group_301_03","301.03","Contributions for future capital increases","Aportaciones para futuros aumentos de capital"
"l10n_lv_group_301_04","301.04","Share subscription premium","Prima en suscripción de acciones"
"l10n_lv_group_301_05","301.05","Premium on share subscription","Prima en suscripción de partes sociales"
"l10n_lv_group_302","302","Heritage","Patrimonio"
"l10n_lv_group_302_01","302.01","Heritage","Patrimonio"
"l10n_lv_group_302_02","302.02","Equity contribution","Aportación patrimonial"
"l10n_lv_group_302_03","302.03","Deficit or surplus for the financial year","Déficit o remanente del ejercicio"
"l10n_lv_group_303","303","Legal reserve","Reserva legal"
"l10n_lv_group_303_01","303.01","Legal reserve","Reserva legal"
"l10n_lv_group_304","304","Result of previous years","Resultado de ejercicios anteriores"
"l10n_lv_group_304_01","304.01","Profit from previous years","Utilidad de ejercicios anteriores"
"l10n_lv_group_304_02","304.02","Loss from previous years","Pérdida de ejercicios anteriores"
"l10n_lv_group_304_03","304.03","Comprehensive income (loss) from prior years","Resultado integral de ejercicios anteriores"
"l10n_lv_group_304_04","304.04","Deficit or carryover from previous years","Déficit o remanente de ejercicio anteriores"
"l10n_lv_group_305","305","Result for the year","Resultado del ejercicio"
"l10n_lv_group_305_01","305.01","Profit for the year","Utilidad del ejercicio"
"l10n_lv_group_305_02","305.02","Loss of exercise","Pérdida del ejercicio"
"l10n_lv_group_305_03","305.03","Comprehensive income","Resultado integral"
"l10n_lv_group_306","306","Other capital accounts","Otras cuentas de capital"
"l10n_lv_group_306_01","306.01","Other capital accounts","Otras cuentas de capital"
"l10n_lv_group_4","4","Income","Ingresos"
"l10n_lv_group_401","401","Income","Ingresos"
"l10n_lv_group_401_01","401.01","Sales and/or services taxed at the general rate","Ventas y/o servicios gravados a la tasa general"
"l10n_lv_group_401_02","401.02","Sales and/or services taxed at general cash rate","Ventas y/o servicios gravados a la tasa general de contado"
"l10n_lv_group_401_03","401.03","Sales and/or services taxed at the general rate on credit","Ventas y/o servicios gravados a la tasa general a crédito"
"l10n_lv_group_401_04","401.04","Sales and/or services taxed at 0%","Ventas y/o servicios gravados al 0%"
"l10n_lv_group_401_05","401.05","Sales and/or services taxed at 0% cash","Ventas y/o servicios gravados al 0% de contado"
"l10n_lv_group_401_06","401.06","Sales and/or services taxed at 0% on credit","Ventas y/o servicios gravados al 0% a crédito"
"l10n_lv_group_401_07","401.07","Exempt sales and/or services","Ventas y/o servicios exentos"
"l10n_lv_group_401_08","401.08","Cash exempt sales and/or services","Ventas y/o servicios exentos de contado"
"l10n_lv_group_401_09","401.09","Sales and/or services exempted on credit","Ventas y/o servicios exentos a crédito"
"l10n_lv_group_401_10","401.10","Domestic sales and/or services taxed at the general rate related parties","Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas"
"l10n_lv_group_401_11","401.11","Sales and/or services taxed at the general foreign related party rate","Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas"
"l10n_lv_group_401_12","401.12","Domestic sales and/or services taxed at 0% related parties","Ventas y/o servicios gravados al 0% nacionales partes relacionadas"
"l10n_lv_group_401_13","401.13","Foreign sales and/or services taxed at 0% foreign related parties","Ventas y/o servicios gravados al 0% extranjeros partes relacionadas"
"l10n_lv_group_401_14","401.14","Domestic exempt sales and/or services related parties","Ventas y/o servicios exentos nacionales partes relacionadas"
"l10n_lv_group_401_15","401.15","Foreign exempt sales and/or services related parties","Ventas y/o servicios exentos extranjeros partes relacionadas"
"l10n_lv_group_401_16","401.16","Income from administrative services","Ingresos por servicios administrativos"
"l10n_lv_group_401_17","401.17","Income from domestic administrative services related parties","Ingresos por servicios administrativos nacionales partes relacionadas"
"l10n_lv_group_401_18","401.18","Foreign administrative services income related parties","Ingresos por servicios administrativos extranjeros partes relacionadas"
"l10n_lv_group_401_19","401.19","Income from professional services","Ingresos por servicios profesionales"
"l10n_lv_group_401_20","401.20","Income from domestic professional services related parties","Ingresos por servicios profesionales nacionales partes relacionadas"
"l10n_lv_group_401_21","401.21","Income from foreign professional services related parties","Ingresos por servicios profesionales extranjeros partes relacionadas"
"l10n_lv_group_401_22","401.22","Rental income","Ingresos por arrendamiento"
"l10n_lv_group_401_23","401.23","Domestic lease income related parties","Ingresos por arrendamiento nacionales partes relacionadas"
"l10n_lv_group_401_24","401.24","Foreign lease income related parties","Ingresos por arrendamiento extranjeros partes relacionadas"
"l10n_lv_group_401_25","401.25","Export revenues","Ingresos por exportación"
"l10n_lv_group_401_26","401.26","Commission income","Ingresos por comisiones"
"l10n_lv_group_401_27","401.27","Maquila income","Ingresos por maquila"
"l10n_lv_group_401_28","401.28","Income from co-ordinates","Ingresos por coordinados"
"l10n_lv_group_401_29","401.29","Royalty income","Ingresos por regalías"
"l10n_lv_group_401_30","401.30","Technical assistance income","Ingresos por asistencia técnica"
"l10n_lv_group_401_31","401.31","Donation income","Ingresos por donativos"
"l10n_lv_group_401_32","401.32","Interest income (own activity)","Ingresos por intereses (actividad propia)"
"l10n_lv_group_401_33","401.33","Co-ownership income","Ingresos de copropiedad"
"l10n_lv_group_401_34","401.34","Trust income","Ingresos por fideicomisos"
"l10n_lv_group_401_35","401.35","Income from financial factoring","Ingresos por factoraje financiero"
"l10n_lv_group_401_36","401.36","Leasing income","Ingresos por arrendamiento financiero"
"l10n_lv_group_401_37","401.37","Income of foreigners with an establishment in the country","Ingresos de extranjeros con establecimiento en el país"
"l10n_lv_group_401_38","401.38","Other own revenue","Otros ingresos propios"
"l10n_lv_group_401_39","401.39","Taxable sales and/or services made in the northern border area","Ventas y/o servicios gravados realizados en zona fronteriza norte"
"l10n_lv_group_401_40","401.40","Taxable sales and/or services made in the northern cash border area","Ventas y/o servicios gravados realizados en zona fronteriza norte de contado"
"l10n_lv_group_401_41","401.41","Taxable sales and/or services made in the northern border zone on credit","Ventas y/o servicios gravados realizados en zona fronteriza norte a crédito"
"l10n_lv_group_402","402","Refunds, discounts or rebates on income","Devoluciones, descuentos o bonificaciones sobre ingresos"
"l10n_lv_group_402_01","402.01","Refunds, discounts or rebates on sales and/or services at the general rate","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general"
"l10n_lv_group_402_02","402.02","Returns, discounts or rebates on sales and/or services at 0%.","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%"
"l10n_lv_group_402_03","402.03","Refunds, discounts or rebates on exempted sales and/or services","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos"
"l10n_lv_group_402_04","402.04","Refunds, discounts or rebates of other income","Devoluciones, descuentos o bonificaciones de otros ingresos"
"l10n_lv_group_402_05","402.05","Refunds, discounts or rebates on sales and/or services in the northern border area","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios en zona fronteriza norte"
"l10n_lv_group_403","403","Other income","Otros ingresos"
"l10n_lv_group_403_01","403.01","Other Income","Otros Ingresos"
"l10n_lv_group_403_02","403.02","Other national income related party","Otros ingresos nacionales parte relacionada"
"l10n_lv_group_403_03","403.03","Other foreign income related party","Otros ingresos extranjeros parte relacionada"
"l10n_lv_group_403_04","403.04","Income from discontinued operations","Ingresos por operaciones discontinuas"
"l10n_lv_group_403_05","403.05","Proceeds from debt write-offs","Ingresos por condonación de adeudo"
"l10n_lv_group_5","5","Costs","Costos"
"l10n_lv_group_501","501","Cost of sale and/or service","Costo de venta y/o servicio"
"l10n_lv_group_501_01","501.01","Cost of sales","Costo de venta"
"l10n_lv_group_501_02","501.02","Cost of services (labour)","Costo de servicios (Mano de obra)"
"l10n_lv_group_501_03","501.03","Direct raw material used for production","Materia prima directa utilizada para la producción"
"l10n_lv_group_501_04","501.04","Raw materials consumed in the production process","Materia prima consumida en el proceso productivo"
"l10n_lv_group_501_05","501.05","Direct labour consumed","Mano de obra directa consumida"
"l10n_lv_group_501_06","501.06","Direct labour","Mano de obra directa"
"l10n_lv_group_501_07","501.07","Indirect production overheads","Cargos indirectos de producción"
"l10n_lv_group_501_08","501.08","Other cost items","Otros conceptos de costo"
"l10n_lv_group_502","502","Shopping","Compras"
"l10n_lv_group_502_01","502.01","Domestic purchases","Compras nacionales"
"l10n_lv_group_502_02","502.02","Domestic purchases related party","Compras nacionales parte relacionada"
"l10n_lv_group_502_03","502.03","Import Purchases","Compras de Importación"
"l10n_lv_group_502_04","502.04","Import purchases related parties","Compras de Importación partes relacionadas"
"l10n_lv_group_503","503","Returns, discounts or rebates on purchases","Devoluciones, descuentos o bonificaciones sobre compras"
"l10n_lv_group_503_01","503.01","Returns, discounts or rebates on purchases","Devoluciones, descuentos o bonificaciones sobre compras"
"l10n_lv_group_504","504","Other cost accounts","Otras cuentas de costos"
"l10n_lv_group_504_01","504.01","Indirect manufacturing overheads","Gastos indirectos de fabricación"
"l10n_lv_group_504_02","504.02","Indirect manufacturing overheads of domestic related parties","Gastos indirectos de fabricación de partes relacionadas nacionales"
"l10n_lv_group_504_03","504.03","Indirect manufacturing overheads of foreign related parties","Gastos indirectos de fabricación de partes relacionadas extranjeras"
"l10n_lv_group_504_04","504.04","Other cost incurred accounts","Otras cuentas de costos incurridos"
"l10n_lv_group_504_05","504.05","Other accounts for costs incurred with domestic related parties","Otras cuentas de costos incurridos com partes relacionadas nacionales"
"l10n_lv_group_504_06","504.06","Other cost accounts incurred with foreign related parties","Otras cuentas de costos incurridos com partes relacionadas extranjeras"
"l10n_lv_group_504_07","504.07","Depreciation of buildings","Depreciación de edificios"
"l10n_lv_group_504_08","504.08","Depreciation of machinery and equipment","Depreciación de maquinaria y equipo"
"l10n_lv_group_504_09","504.09","Depreciation of cars, buses, cargo trucks, tractor-trailers, forklifts and trailers","Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
"l10n_lv_group_504_10","504.10","Depreciation of office furniture and equipment","Depreciación de mobiliario y equipo de oficina"
"l10n_lv_group_504_11","504.11","Depreciation of computer equipment","Depreciación de equipo de cómputo"
"l10n_lv_group_504_12","504.12","Depreciation of communication equipment","Depreciación de equipo de comunicación"
"l10n_lv_group_504_13","504.13","Depreciation of biological, plant and livestock assets","Depreciación de activos biológicos, vegetales y semovientes"
"l10n_lv_group_504_14","504.14","Depreciation of other fixed assets","Depreciación de otros activos fijos"
"l10n_lv_group_504_15","504.15","Railway depreciation","Depreciación de ferrocarriles"
"l10n_lv_group_504_16","504.16","Depreciation of ships","Depreciación de embarcaciones"
"l10n_lv_group_504_17","504.17","Aircraft depreciation","Depreciación de aviones"
"l10n_lv_group_504_18","504.18","Depreciation of dies, moulds, dies and tooling","Depreciación de troqueles, moldes, matrices y herramental"
"l10n_lv_group_504_19","504.19","Depreciation of telephone communications equipment","Depreciación de equipo de comunicaciones telefónicas"
"l10n_lv_group_504_20","504.20","Depreciation of satellite communication equipment","Depreciación de equipo de comunicación satelital"
"l10n_lv_group_504_21","504.21","Depreciation of adaptive equipment for disabled persons","Depreciación de equipo de adaptaciones para personas con capacidades diferentes"
"l10n_lv_group_504_22","504.22","Depreciation of machinery and equipment for the generation of energy from renewable sources or efficient cogeneration systems","Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente"
"l10n_lv_group_504_23","504.23","Depreciation of adaptations and improvements","Depreciación de adaptaciones y mejoras"
"l10n_lv_group_504_24","504.24","Depreciation of other machinery and equipment","Depreciación de otra maquinaria y equipo"
"l10n_lv_group_504_25","504.25","Other cost accounts","Otras cuentas de costos"
"l10n_lv_group_505","505","Cost of fixed assets","Costo de activo fijo"
"l10n_lv_group_505_01","505.01","Cost of fixed asset sales","Costo por venta de activo fijo"
"l10n_lv_group_505_02","505.02","Cost of asset retirement","Costo por baja de activo fijo"
"l10n_lv_group_6","6","Expenditure","Gastos generales"
"l10n_lv_group_601","601","Overheads","Gastos generales"
"l10n_lv_group_601_01","601.01","Wages and salaries","Sueldos y Salarios"
"l10n_lv_group_601_02","601.02","Compensation","Compensaciones"
"l10n_lv_group_601_03","601.03","Overtime","Tiempos extras"
"l10n_lv_group_601_04","601.04","Attendance awards","Premios de asistencia"
"l10n_lv_group_601_05","601.05","Punctuality awards","Premios de puntualidad"
"l10n_lv_group_601_06","601.06","Holidays","Vacaciones"
"l10n_lv_group_601_07","601.07","Holiday bonus","Prima vacacional"
"l10n_lv_group_601_08","601.08","Sunday premium","Prima dominical"
"l10n_lv_group_601_09","601.09","Public holidays","Días festivos"
"l10n_lv_group_601_10","601.10","Gratuities","Gratificaciones"
"l10n_lv_group_601_11","601.11","Seniority premiums","Primas de antigüedad"
"l10n_lv_group_601_12","601.12","Aguinaldo","Aguinaldo"
"l10n_lv_group_601_13","601.13","Indemnities","Indemnizaciones"
"l10n_lv_group_601_14","601.14","Uncovering","Destajo"
"l10n_lv_group_601_15","601.15","Pantry","Despensa"
"l10n_lv_group_601_16","601.16","Transport","Transporte"
"l10n_lv_group_601_17","601.17","Medical service","Servicio médico"
"l10n_lv_group_601_18","601.18","Assistance with funeral expenses","Ayuda en gastos funerarios"
"l10n_lv_group_601_19","601.19","Savings fund","Fondo de ahorro"
"l10n_lv_group_601_20","601.20","Union dues","Cuotas sindicales"
"l10n_lv_group_601_21","601.21","OCT","PTU"
"l10n_lv_group_601_22","601.22","Encouragement for staff","Estímulo al personal"
"l10n_lv_group_601_23","601.23","Social welfare","Previsión social"
"l10n_lv_group_601_24","601.24","Contributions to the retirement plan","Aportaciones para el plan de jubilación"
"l10n_lv_group_601_25","601.25","Other staff benefits","Otras prestaciones al personal"
"l10n_lv_group_601_26","601.26","IMSS contributions","Cuotas al IMSS"
"l10n_lv_group_601_27","601.27","Infonavit contributions","Aportaciones al infonavit"
"l10n_lv_group_601_28","601.28","SAR contributions","Aportaciones al SAR"
"l10n_lv_group_601_29","601.29","State payroll tax","Impuesto estatal sobre nóminas"
"l10n_lv_group_601_30","601.30","Other contributions","Otras aportaciones"
"l10n_lv_group_601_31","601.31","Assimilated to salaries","Asimilados a salarios"
"l10n_lv_group_601_32","601.32","Administrative services","Servicios administrativos"
"l10n_lv_group_601_33","601.33","Administrative services related parties","Servicios administrativos partes relacionadas"
"l10n_lv_group_601_34","601.34","Fees to domestic resident individuals","Honorarios a personas físicas residentes nacionales"
"l10n_lv_group_601_35","601.35","Fees to domestic resident individuals related parties","Honorarios a personas físicas residentes nacionales partes relacionadas"
"l10n_lv_group_601_36","601.36","Fees to individuals resident abroad","Honorarios a personas físicas residentes del extranjero"
"l10n_lv_group_601_37","601.37","Fees to individuals resident abroad related parties","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"l10n_lv_group_601_38","601.38","Fees to domestic resident legal entities","Honorarios a personas morales residentes nacionales"
